CUSTOMER_ID,GENDER,AGE,ANNUAL_INCOME,SPENDING_SCORE,PROFESSION,WORK_EXPERIENCE,FAMILY_SIZE,SOURCE_EXTRACTION_TS,SOURCE
578,Male,22,162598,84,Artist,8,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
579,Female,37,146195,89,Healthcare,4,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
580,Male,83,135268,53,Lawyer,4,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
581,Female,89,136037,1,Marketing,5,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
582,Female,33,111191,67,Artist,9,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
583,Female,13,144111,62,Entertainment,12,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
584,Female,71,177359,56,Doctor,6,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
585,Female,10,112818,85,Marketing,15,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
586,Male,49,53509,98,Artist,5,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
587,Female,9,168269,75,Executive,10,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
588,Female,53,86766,2,Lawyer,16,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
589,Female,63,52661,25,Healthcare,12,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
590,Female,46,148520,14,Healthcare,11,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
591,Male,42,149936,52,Artist,15,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
592,Female,73,102296,31,Entertainment,7,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
593,Male,75,178416,16,Executive,10,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
594,Female,49,83788,41,Doctor,15,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
595,Female,96,184771,77,Engineer,8,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
596,Female,52,70302,88,Executive,14,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
597,Female,15,58639,51,Entertainment,5,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
598,Male,91,97879,40,Entertainment,15,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
599,Male,22,64707,29,Entertainment,7,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
600,Male,62,71795,87,Healthcare,8,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
601,Male,41,76567,85,Doctor,16,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
602,Male,61,126370,20,,11,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
603,Female,71,154007,32,Artist,7,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
604,Female,91,69720,78,Lawyer,17,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
605,Female,94,85265,68,Executive,7,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
606,Female,3,155864,31,Healthcare,13,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
607,Female,15,99421,72,Artist,8,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
608,Female,96,145457,57,Executive,2,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
609,Male,12,118041,77,Artist,9,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
610,Female,23,73759,83,Doctor,0,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
611,Male,94,90082,17,Artist,5,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
612,Female,7,74928,12,Artist,0,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
613,Female,74,101352,36,Lawyer,0,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
614,Female,52,93947,81,Healthcare,9,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
615,Male,39,134629,23,Engineer,1,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
616,Male,72,101858,70,Healthcare,8,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
617,Female,55,165501,47,Artist,10,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
618,Male,29,135931,74,Lawyer,5,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
619,Male,38,103356,20,Marketing,1,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
620,Female,44,75195,79,Artist,1,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
621,Male,58,123083,44,Entertainment,6,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
622,Male,77,73884,30,Healthcare,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
623,Female,56,91180,61,Entertainment,1,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
624,Male,79,86235,52,Artist,0,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
625,Female,97,96400,4,Doctor,1,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
626,Male,78,83599,12,Healthcare,1,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
627,Female,91,82535,50,Healthcare,0,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
628,Male,35,92227,8,Lawyer,0,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
629,Female,43,150444,27,Artist,13,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
630,Female,37,149095,83,Lawyer,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
631,Male,63,113605,42,Artist,3,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
632,Female,16,93854,82,Healthcare,0,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
633,Male,32,118280,92,Artist,0,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
634,Male,91,94576,90,Artist,0,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
635,Female,33,129257,70,Executive,6,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
636,Female,57,70373,10,Healthcare,2,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
637,Female,43,77600,66,Healthcare,0,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
638,Female,26,113707,97,Entertainment,0,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
639,Female,59,189672,8,Doctor,0,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
640,Female,61,143180,58,Artist,0,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
641,Female,59,174890,14,Marketing,3,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
642,Male,66,121377,19,,7,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
643,Male,26,154857,13,Healthcare,0,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
644,Female,67,160945,51,Healthcare,0,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
645,Female,85,119557,35,Artist,0,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
646,Female,76,187141,33,Doctor,0,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
647,Female,57,97468,22,Artist,0,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
648,Female,77,160351,77,Lawyer,8,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
649,Female,66,178627,94,Healthcare,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
650,Female,49,170188,80,Lawyer,1,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
651,Female,36,166007,40,Doctor,1,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
652,Male,74,91794,83,Entertainment,0,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
653,Female,16,189072,86,Artist,6,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
654,Male,27,152717,15,Executive,1,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
655,Female,3,158549,98,Executive,0,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
656,Male,31,134263,94,Marketing,1,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
657,Female,30,148236,28,Executive,1,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
658,Male,94,171677,81,Artist,0,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
659,Female,31,189446,38,Artist,1,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
660,Male,49,106633,53,Artist,0,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
661,Male,49,81084,48,Executive,6,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
662,Male,53,148759,52,Doctor,7,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
663,Female,3,117638,95,Healthcare,2,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
664,Female,91,159537,37,Doctor,4,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
665,Male,26,79526,6,Marketing,9,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
666,Male,28,101414,64,,8,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
667,Female,92,109519,72,Entertainment,1,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
668,Female,59,156880,70,Artist,0,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
669,Male,15,157278,58,Artist,0,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
670,Female,23,144916,84,Engineer,1,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
671,Male,54,59163,100,Marketing,3,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
672,Female,93,93991,49,Artist,1,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
673,Female,65,58318,45,Doctor,1,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
674,Female,13,180786,88,Lawyer,1,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
675,Male,71,84622,45,Doctor,0,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
676,Male,1,92674,59,Artist,8,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
677,Female,57,87553,94,Artist,1,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
678,Male,14,74174,79,Entertainment,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
679,Female,77,180831,33,Healthcare,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
680,Female,89,137397,33,Doctor,1,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
681,Male,17,96154,100,Artist,1,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
682,Male,86,172477,69,Entertainment,1,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
683,Male,42,59954,37,Executive,4,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
684,Female,29,112240,95,Entertainment,0,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
685,Female,54,145679,35,Artist,0,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
686,Male,96,136265,49,Artist,12,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
687,Female,58,74869,12,Healthcare,0,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
688,Female,52,109425,46,Engineer,0,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
689,Female,3,126015,57,Healthcare,0,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
690,Female,13,156951,66,Healthcare,4,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
691,Female,3,127172,68,Healthcare,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
692,Male,89,113834,22,Doctor,0,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
693,Male,83,132005,2,Entertainment,0,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
694,Female,80,171323,78,Lawyer,10,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
695,Female,74,92355,87,Entertainment,1,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
696,Male,42,60982,3,Healthcare,0,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
697,Female,91,51742,33,Artist,8,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
698,Female,31,138612,71,Executive,9,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
699,Male,8,158123,84,Artist,1,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
700,Male,64,164675,65,Executive,0,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
701,Female,41,172882,27,Healthcare,8,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
702,Female,62,70119,93,Artist,0,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
703,Male,41,113998,26,Healthcare,7,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
704,Male,22,114011,40,,5,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
705,Male,5,57265,89,Entertainment,7,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
706,Female,38,130597,2,Artist,6,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
707,Female,88,121597,7,Engineer,0,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
708,Male,56,103210,100,Artist,6,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
709,Male,47,66308,8,Executive,0,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
710,Male,4,141336,93,Homemaker,2,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
711,Male,82,153632,76,Entertainment,9,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
712,Female,31,65520,71,Lawyer,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
713,Female,69,153217,83,Healthcare,1,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
714,Male,62,92768,75,Doctor,1,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
715,Female,54,132345,10,Artist,0,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
716,Female,60,186069,49,Marketing,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
717,Female,31,53802,32,Artist,1,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
718,Female,17,103739,62,Healthcare,6,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
719,Female,15,50550,34,Healthcare,9,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
720,Female,37,145648,21,Healthcare,7,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
721,Male,36,85737,37,Executive,0,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
722,Female,27,99950,20,Entertainment,0,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
723,Female,11,83220,21,Engineer,7,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
724,Male,83,73410,50,Entertainment,8,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
725,Female,71,64310,43,Marketing,2,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
726,Female,20,59844,79,Doctor,0,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
727,Male,3,67787,1,Executive,1,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
728,Male,52,172841,4,Engineer,0,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
729,Male,75,145528,61,Healthcare,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
730,Male,36,173807,42,Artist,0,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
731,Male,60,185794,69,Entertainment,7,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
732,Male,8,119780,71,Healthcare,1,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
733,Female,9,158596,86,Artist,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
734,Female,41,118122,52,Entertainment,0,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
735,Male,38,99964,11,Healthcare,7,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
736,Female,69,120752,27,Executive,1,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
737,Female,33,189630,53,Executive,5,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
738,Male,64,125510,6,Healthcare,3,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
739,Male,19,101799,49,Engineer,1,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
740,Female,88,92914,74,Artist,0,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
741,Female,91,162465,59,Engineer,9,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
742,Male,84,163818,27,Engineer,2,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
743,Female,43,53832,56,Entertainment,4,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
744,Female,30,140190,49,Engineer,1,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
745,Male,16,125836,69,Healthcare,1,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
746,Male,89,100938,27,Entertainment,0,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
747,Male,5,168670,37,Artist,1,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
748,Female,54,176885,10,Entertainment,0,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
749,Female,41,111174,28,Artist,4,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
750,Male,80,127335,97,Artist,6,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
751,Male,37,149103,3,Healthcare,10,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
752,Male,87,167705,31,Healthcare,0,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
753,Female,50,183548,85,Entertainment,1,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
754,Female,14,50396,46,Lawyer,0,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
755,Female,17,63557,3,Marketing,1,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
756,Female,98,87878,55,Artist,1,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
757,Male,3,55634,53,Engineer,8,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
758,Female,83,118110,26,Engineer,1,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
759,Male,13,129396,36,Artist,6,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
760,Female,46,62628,64,Entertainment,8,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
761,Female,25,51700,17,Healthcare,4,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
762,Female,4,106816,49,Artist,7,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
763,Male,64,93000,67,Lawyer,0,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
764,Female,84,144148,71,Doctor,1,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
765,Male,12,101388,90,Artist,0,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
766,Female,56,171560,78,Engineer,0,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
767,Male,58,156366,60,Entertainment,8,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
768,Female,0,143910,22,Marketing,1,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
769,Female,25,106569,84,Engineer,1,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
770,Male,28,173009,25,Healthcare,9,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
771,Male,78,54252,29,Engineer,0,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
772,Male,56,104600,57,Entertainment,6,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
773,Male,91,50250,54,Artist,0,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
774,Male,77,93242,84,Entertainment,0,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
775,Female,83,156839,38,Artist,3,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
776,Female,64,71305,39,Artist,9,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
777,Male,19,85975,73,Entertainment,0,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
778,Male,94,188107,52,Engineer,10,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
779,Male,19,82333,35,Marketing,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
780,Male,84,125016,25,Entertainment,1,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
781,Female,10,148908,10,Healthcare,2,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
782,Female,19,58217,70,Artist,0,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
783,Male,74,76521,29,Engineer,7,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
784,Female,95,117763,42,Artist,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
785,Female,34,115184,93,Homemaker,1,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
786,Male,30,54251,7,Artist,2,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
787,Female,53,112530,24,Entertainment,2,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
788,Male,67,107409,2,Artist,1,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
789,Female,23,84793,23,Homemaker,9,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
790,Female,25,66952,79,Entertainment,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
791,Female,84,153465,11,Lawyer,1,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
792,Female,1,178214,17,Artist,1,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
793,Male,70,152069,42,Entertainment,4,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
794,Female,56,132860,17,Healthcare,7,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
795,Female,0,147719,86,Lawyer,1,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
796,Female,91,172915,29,Doctor,9,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
797,Female,81,148594,29,Entertainment,3,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
798,Male,33,61986,77,Executive,0,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
799,Male,75,91456,13,Artist,1,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
800,Male,11,166247,84,Executive,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
801,Female,61,140516,50,Artist,0,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
802,Male,81,148208,36,,5,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
803,Female,62,133822,78,Marketing,0,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
804,Female,44,175424,32,Artist,4,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
805,Female,67,121528,92,Healthcare,8,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
806,Female,30,189369,69,Healthcare,0,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
807,Female,92,80808,26,Artist,1,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
808,Male,25,57535,84,Entertainment,1,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
809,Female,61,163509,51,Healthcare,0,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
810,Female,72,75884,57,Executive,0,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
811,Female,89,157759,52,Artist,1,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
812,Female,37,184813,44,Executive,0,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
813,Male,59,187253,51,Executive,8,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
814,Male,41,81718,36,Entertainment,1,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
815,Male,60,150019,37,Doctor,1,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
816,Female,81,53452,73,Entertainment,1,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
817,Male,85,150765,42,Homemaker,8,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
818,Female,91,154456,71,,0,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
819,Female,65,56647,12,Doctor,6,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
820,Female,19,117477,48,Healthcare,6,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
821,Female,78,79677,9,Artist,10,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
822,Female,0,116759,28,Marketing,7,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
823,Male,26,180702,21,Entertainment,6,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
824,Female,2,122698,100,Entertainment,8,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
825,Female,60,169346,55,Healthcare,7,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
826,Female,67,93176,25,Artist,4,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
827,Female,4,75853,40,Homemaker,4,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
828,Male,7,119362,58,Engineer,8,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
829,Male,28,81545,36,Artist,4,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
830,Male,67,67372,75,Artist,0,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
831,Female,30,109703,61,Executive,1,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
832,Male,38,166697,39,Marketing,13,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
833,Female,40,124982,34,Engineer,1,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
834,Female,6,146776,83,Lawyer,1,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
835,Female,3,147548,45,Executive,4,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
836,Female,51,117620,60,Healthcare,7,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
837,Male,63,85351,57,Healthcare,0,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
838,Male,65,174432,8,Artist,0,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
839,Male,44,70787,68,Doctor,1,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
840,Female,90,75473,63,Healthcare,0,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
841,Male,76,90082,49,Healthcare,1,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
842,Female,62,185388,54,Healthcare,0,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
843,Female,5,168110,69,Doctor,14,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
844,Female,67,184628,38,Artist,12,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
845,Female,38,176551,45,Healthcare,8,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
846,Female,31,76422,21,Healthcare,9,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
847,Male,2,164248,51,Entertainment,9,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
848,Female,82,109188,38,Lawyer,5,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
849,Female,66,132951,26,Healthcare,4,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
850,Female,75,164598,32,Healthcare,8,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
851,Male,69,186655,32,,7,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
852,Female,62,111859,86,Healthcare,6,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
853,Female,0,121926,41,Lawyer,7,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
854,Female,11,143047,42,Executive,1,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
855,Female,22,131748,23,Artist,1,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
856,Male,76,142801,23,Lawyer,0,1,2025-08-29 10:35:14.635,CRM_CUSTOMER
857,Male,85,142723,46,Engineer,0,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
858,Male,21,155151,16,Marketing,14,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
859,Female,64,153607,48,Healthcare,1,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
860,Male,94,144192,34,Healthcare,0,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
861,Female,83,174159,22,Lawyer,4,4,2025-08-29 10:35:14.635,CRM_CUSTOMER
862,Female,93,73642,50,Marketing,0,3,2025-08-29 10:35:14.635,CRM_CUSTOMER
863,Female,12,170319,46,Artist,8,7,2025-08-29 10:35:14.635,CRM_CUSTOMER
864,Female,0,141351,10,Engineer,0,2,2025-08-29 10:35:14.635,CRM_CUSTOMER
865,Female,79,167411,9,Marketing,12,5,2025-08-29 10:35:14.635,CRM_CUSTOMER
866,Male,90,58289,49,Artist,5,6,2025-08-29 10:35:14.635,CRM_CUSTOMER
